;Unnamed: 0;Value;tweet;cleaning;tweet_tokens;tweet_stopwords;normalization;text_stemming;category
468;468;Negatif;@PLindungi Sudah vaksin ke2 tp sertifikat belum keluar gimana min?;sudah vaksin ke tp sertifikat belum keluar gimana min;['sudah', 'vaksin', 'ke', 'tp', 'sertifikat', 'belum', 'keluar', 'gimana', 'min'];['vaksin', 'sertifikat'];vaksin sertifikat;vaksin sertifikat;0
469;469;Negatif;@PLindungi Sudah vaksin dosis 2...status masih kuning...gimana solusinya..;sudah vaksin dosis status masih kuninggimana solusinya;['sudah', 'vaksin', 'dosis', 'status', 'masih', 'kuninggimana', 'solusinya'];['vaksin', 'dosis', 'status', 'kuninggimana', 'solusinya'];vaksin dosis status kuninggimana solusinya;vaksin dosis status kuninggimana solusi;0
470;470;Negatif;@PLindungi Sudah vaksin dosis 2, NIK digunakan orang lain, akibatnya NIK saya tidak bisa di entry petugas. Sudah kirim email laporan juga, disertakan KTP asli, photo Selfie + KTP, kartu vaksin manual. Tapi belum ada penyelesaian.;sudah vaksin dosis nik digunakan orang lain akibatnya nik saya tidak bisa di entry petugas sudah kirim email laporan juga disertakan ktp asli photo selfie ktp kartu vaksin manual tapi belum ada penyelesaian;['sudah', 'vaksin', 'dosis', 'nik', 'digunakan', 'orang', 'lain', 'akibatnya', 'nik', 'saya', 'tidak', 'bisa', 'di', 'entry', 'petugas', 'sudah', 'kirim', 'email', 'laporan', 'juga', 'disertakan', 'ktp', 'asli', 'photo', 'selfie', 'ktp', 'kartu', 'vaksin', 'manual', 'tapi', 'belum', 'ada', 'penyelesaian'];['vaksin', 'dosis', 'nik', 'akibatnya', 'nik', 'entry', 'petugas', 'kirim', 'email', 'laporan', 'disertakan', 'ktp', 'asli', 'photo', 'selfie', 'ktp', 'kartu', 'vaksin', 'manual', 'penyelesaian'];vaksin dosis nik akibatnya nik entry petugas kirim email laporan disertakan ktp asli photo selfie ktp kartu vaksin manual penyelesaian;vaksin dosis nik akibat nik entry tugas kirim email lapor serta ktp asli photo selfie ktp kartu vaksin manual selesai;0
471;471;Negatif;@PLindungi Sudah vaksin dosis 1 tapi status di apps peli masih merah ya?;sudah vaksin dosis tapi status di apps peli masih merah ya;['sudah', 'vaksin', 'dosis', 'tapi', 'status', 'di', 'apps', 'peli', 'masih', 'merah', 'ya'];['vaksin', 'dosis', 'status', 'apps', 'peli', 'merah'];vaksin dosis status apps peli merah;vaksin dosis status apps pel merah;0
472;472;Negatif;@PLindungi Sudah vaksin 1,tapi belum dosis 2;sudah vaksin tapi belum dosis;['sudah', 'vaksin', 'tapi', 'belum', 'dosis'];['vaksin', 'dosis'];vaksin dosis;vaksin dosis;0
473;473;Negatif;@PLindungi Sudah di vaksin ke satu dan ke dua tpi strifikat tidak muncul2?  https://t.co/w1XG9cp0o0;sudah di vaksin ke satu dan ke dua tpi strifikat tidak muncul;['sudah', 'di', 'vaksin', 'ke', 'satu', 'dan', 'ke', 'dua', 'tpi', 'strifikat', 'tidak', 'muncul'];['vaksin', 'tpi', 'strifikat', 'muncul'];vaksin tapi strifikat muncul;vaksin tapi strifikat muncul;0
474;474;Negatif;@PLindungi Sudah coba diclaim malah tanggal vaksin sy salah katanyaa..hmm;sudah coba diclaim malah tanggal vaksin sy salah katanyaahmm;['sudah', 'coba', 'diclaim', 'malah', 'tanggal', 'vaksin', 'sy', 'salah', 'katanyaahmm'];['coba', 'diclaim', 'tanggal', 'vaksin', 'salah', 'katanyaahmm'];coba diclaim tanggal vaksin salah katanyaahmm;coba diclaim tanggal vaksin salah katanyaahmm;0
475;475;Negatif;@PLindungi sudah 2 bulan nih nungguin, masih gaada juga sertifikat vaksin saya baik yang pertama maupun kedua. Ke tempat umum jd susah sendiri. Trus saya harus gimana ini min?;sudah bulan nih nungguin masih gaada juga sertifikat vaksin saya baik yang pertama maupun kedua ke tempat umum jd susah sendiri trus saya harus gimana ini min;['sudah', 'bulan', 'nih', 'nungguin', 'masih', 'gaada', 'juga', 'sertifikat', 'vaksin', 'saya', 'baik', 'yang', 'pertama', 'maupun', 'kedua', 'ke', 'tempat', 'umum', 'jd', 'susah', 'sendiri', 'trus', 'saya', 'harus', 'gimana', 'ini', 'min'];['nungguin', 'gaada', 'sertifikat', 'vaksin', 'susah'];menunggu enggak ada sertifikat vaksin susah;tunggu enggak ada sertifikat vaksin susah;0
476;476;Negatif;@PLindungi suami saya sudah di vaksin ke 2, namun belum menerima sertifikat vaksin ke 2, san aaya sudah coba klaim di halaman claim sertifikat namun saat, mengisi tanggal tidak sesuai padah sudah benar jadi bagaimana ya;suami saya sudah di vaksin ke namun belum menerima sertifikat vaksin ke san aaya sudah coba klaim di halaman claim sertifikat namun saat mengisi tanggal tidak sesuai padah sudah benar jadi bagaimana ya;['suami', 'saya', 'sudah', 'di', 'vaksin', 'ke', 'namun', 'belum', 'menerima', 'sertifikat', 'vaksin', 'ke', 'san', 'aaya', 'sudah', 'coba', 'klaim', 'di', 'halaman', 'claim', 'sertifikat', 'namun', 'saat', 'mengisi', 'tanggal', 'tidak', 'sesuai', 'padah', 'sudah', 'benar', 'jadi', 'bagaimana', 'ya'];['suami', 'vaksin', 'menerima', 'sertifikat', 'vaksin', 'san', 'aaya', 'coba', 'klaim', 'halaman', 'claim', 'sertifikat', 'mengisi', 'tanggal', 'sesuai', 'padah'];suami vaksin menerima sertifikat vaksin san aaya coba klaim halaman claim sertifikat mengisi tanggal sesuai padah;suami vaksin terima sertifikat vaksin san aaya coba klaim halaman claim sertifikat isi tanggal sesuai padah;0
477;477;Negatif;@PLindungi Status hitam itu terus saya dapatkan hingga 17 oktober. Hal seperti ini membuat kerugian, karena saya tidak bisa melakukan kunjungan ke pusat keramaian yg mengharuskan checkin by apps @PLindungi;status hitam itu terus saya dapatkan hingga oktober hal seperti ini membuat kerugian karena saya tidak bisa melakukan kunjungan ke pusat keramaian yg mengharuskan checkin by apps;['status', 'hitam', 'itu', 'terus', 'saya', 'dapatkan', 'hingga', 'oktober', 'hal', 'seperti', 'ini', 'membuat', 'kerugian', 'karena', 'saya', 'tidak', 'bisa', 'melakukan', 'kunjungan', 'ke', 'pusat', 'keramaian', 'yg', 'mengharuskan', 'checkin', 'by', 'apps'];['status', 'hitam', 'dapatkan', 'oktober', 'kerugian', 'kunjungan', 'pusat', 'keramaian', 'mengharuskan', 'checkin', 'apps'];status hitam dapatkan oktober kerugian kunjungan pusat keramaian mengharuskan checkin apps;status hitam dapat oktober rugi kunjung pusat ramai harus checkin apps;0
478;478;Negatif;@PLindungi Sore pak saya mau nanya saya mau vaksin ke-1 karena bln 7 saya baru sembuh dr Covid. Tapi begitu saya mau vaksib ke-1 No NIK saya dipakai orang. Padahal saya belom menerima vaksin sama sekali. Tolong dibantu solusinya supaya saya bisa menerima ;sore pak saya mau nanya saya mau vaksin ke karena bln saya baru sembuh dr covid tapi begitu saya mau vaksib ke no nik saya dipakai orang padahal saya belom menerima vaksin sama sekali tolong dibantu solusinya supaya saya bisa menerima;['sore', 'pak', 'saya', 'mau', 'nanya', 'saya', 'mau', 'vaksin', 'ke', 'karena', 'bln', 'saya', 'baru', 'sembuh', 'dr', 'covid', 'tapi', 'begitu', 'saya', 'mau', 'vaksib', 'ke', 'no', 'nik', 'saya', 'dipakai', 'orang', 'padahal', 'saya', 'belom', 'menerima', 'vaksin', 'sama', 'sekali', 'tolong', 'dibantu', 'solusinya', 'supaya', 'saya', 'bisa', 'menerima'];['sore', 'nanya', 'vaksin', 'bln', 'sembuh', 'covid', 'vaksib', 'nik', 'dipakai', 'belom', 'menerima', 'vaksin', 'tolong', 'dibantu', 'solusinya', 'menerima'];sore tanya vaksin bulan sembuh covid vaksib nik dipakai belum menerima vaksin tolong dibantu solusinya menerima;sore tanya vaksin bulan sembuh covid vaksib nik pakai belum terima vaksin tolong bantu solusi terima;0
479;479;Negatif;@PLindungi Sore Pak mohon bantuannya saya mau vaksin ke-1 tapi tidak bisa karena No NIK saya sudah dipake orang buat vaksin. Mohon informasi dan bantuannya pak. Terima kasih;sore pak mohon bantuannya saya mau vaksin ke tapi tidak bisa karena no nik saya sudah dipake orang buat vaksin mohon informasi dan bantuannya pak terima kasih;['sore', 'pak', 'mohon', 'bantuannya', 'saya', 'mau', 'vaksin', 'ke', 'tapi', 'tidak', 'bisa', 'karena', 'no', 'nik', 'saya', 'sudah', 'dipake', 'orang', 'buat', 'vaksin', 'mohon', 'informasi', 'dan', 'bantuannya', 'pak', 'terima', 'kasih'];['sore', 'bantuannya', 'vaksin', 'nik', 'dipake', 'vaksin', 'informasi', 'bantuannya', 'terima', 'kasih'];sore bantuannya vaksin nik dipakai vaksin informasi bantuannya terima kasih;sore bantu vaksin nik pakai vaksin informasi bantu terima kasih;0
480;480;Negatif;@PLindungi Smpai kpan min @PLindungi, saya hrs menunggu utk perubahan data saya? lokasi vaksin, nama vaksin &amp;smpai kpan min saya hrs menunggu utk perubahan data saya lokasi vaksin nama vaksin amp;['smpai', 'kpan', 'min', 'saya', 'hrs', 'menunggu', 'utk', 'perubahan', 'data', 'saya', 'lokasi', 'vaksin', 'nama', 'vaksin', 'amp'];['smpai', 'kpan', 'hrs', 'menunggu', 'perubahan', 'data', 'lokasi', 'vaksin', 'nama', 'vaksin'];sampai kapan harus menunggu perubahan data lokasi vaksin nama vaksin;sampai kapan harus tunggu ubah data lokasi vaksin nama vaksin;0
481;481;Negatif;@PLindungi slmt mlm kak.  Mau tanya inikan bpk sy baru slsi vaksin sktar 1minggu yg lalu. Ud download aplikasi peduli lindungi bt dowbload sertifikat vaksin. Tp wkt mau daftar no nya gbisa didaftarin. Uda coba pakai no lain dan bs login. Tapi pas mw downl;slmt mlm kak mau tanya inikan bpk sy baru slsi vaksin sktar minggu yg lalu ud download aplikasi peduli lindungi bt dowbload sertifikat vaksin tp wkt mau daftar no nya gbisa didaftarin uda coba pakai no lain dan bs login tapi pas mw downl;['slmt', 'mlm', 'kak', 'mau', 'tanya', 'inikan', 'bpk', 'sy', 'baru', 'slsi', 'vaksin', 'sktar', 'minggu', 'yg', 'lalu', 'ud', 'download', 'aplikasi', 'peduli', 'lindungi', 'bt', 'dowbload', 'sertifikat', 'vaksin', 'tp', 'wkt', 'mau', 'daftar', 'no', 'nya', 'gbisa', 'didaftarin', 'uda', 'coba', 'pakai', 'no', 'lain', 'dan', 'bs', 'login', 'tapi', 'pas', 'mw', 'downl'];['slmt', 'inikan', 'bpk', 'slsi', 'vaksin', 'sktar', 'minggu', 'ud', 'download', 'aplikasi', 'peduli', 'lindungi', 'bt', 'dowbload', 'sertifikat', 'vaksin', 'wkt', 'daftar', 'gbisa', 'didaftarin', 'uda', 'coba', 'pakai', 'login', 'pas', 'downl'];selamat inikan bpk slsi vaksin sktar minggu sudah download aplikasi peduli lindungi buat dowbload sertifikat vaksin waktu daftar gbisa didaftarin sudah coba pakai login pas downl;selamat ini bpk slsi vaksin sktar minggu sudah download aplikasi peduli lindung buat dowbload sertifikat vaksin waktu daftar gbisa didaftarin sudah coba pakai login pas downl;0
482;482;Negatif;@PLindungi siang, saya sudah vaksin diluar di Saudi arabia, di Indonesia udah vaksin apa bisa di ubah ke vaksin kedua ? Trima kasih;siang saya sudah vaksin diluar di saudi arabia di indonesia udah vaksin apa bisa di ubah ke vaksin kedua trima kasih;['siang', 'saya', 'sudah', 'vaksin', 'diluar', 'di', 'saudi', 'arabia', 'di', 'indonesia', 'udah', 'vaksin', 'apa', 'bisa', 'di', 'ubah', 'ke', 'vaksin', 'kedua', 'trima', 'kasih'];['siang', 'vaksin', 'diluar', 'saudi', 'arabia', 'indonesia', 'vaksin', 'ubah', 'vaksin', 'trima', 'kasih'];siang vaksin diluar saudi arabia indonesia vaksin ubah vaksin terima kasih;siang vaksin luar saudi arabia indonesia vaksin ubah vaksin terima kasih;0
483;483;Negatif;@PLindungi siang, ponakan saya sudah vaksin bulan juli tapi belum dapet sertifikst nya hingga skrg. Bgm ya?;siang ponakan saya sudah vaksin bulan juli tapi belum dapet sertifikst nya hingga skrg bgm ya;['siang', 'ponakan', 'saya', 'sudah', 'vaksin', 'bulan', 'juli', 'tapi', 'belum', 'dapet', 'sertifikst', 'nya', 'hingga', 'skrg', 'bgm', 'ya'];['siang', 'ponakan', 'vaksin', 'juli', 'dapet', 'sertifikst', 'bgm'];siang ponakan vaksin juli dapat sertifikst bgm;siang ponakan vaksin juli dapat sertifikst bgm;0
484;484;Negatif;@PLindungi siang, min. Saya sudah vaksin 2 kali, namun di aplikasi pedulindungi statusnya msh blm vaksin. Sy sudah coba email, telp ke call center, DM tp gk ada tanggapan apa2. Trs sy hrs gmn? Pdhal kemana2 ktnya hrs nunjukin aplikasi itu.;siang min saya sudah vaksin kali namun di aplikasi pedulindungi statusnya msh blm vaksin sy sudah coba email telp ke call center dm tp gk ada tanggapan apa trs sy hrs gmn pdhal kemana ktnya hrs nunjukin aplikasi itu;['siang', 'min', 'saya', 'sudah', 'vaksin', 'kali', 'namun', 'di', 'aplikasi', 'pedulindungi', 'statusnya', 'msh', 'blm', 'vaksin', 'sy', 'sudah', 'coba', 'email', 'telp', 'ke', 'call', 'center', 'dm', 'tp', 'gk', 'ada', 'tanggapan', 'apa', 'trs', 'sy', 'hrs', 'gmn', 'pdhal', 'kemana', 'ktnya', 'hrs', 'nunjukin', 'aplikasi', 'itu'];['siang', 'vaksin', 'aplikasi', 'pedulindungi', 'statusnya', 'vaksin', 'coba', 'email', 'telp', 'call', 'center', 'dm', 'tanggapan', 'trs', 'hrs', 'pdhal', 'kemana', 'ktnya', 'hrs', 'nunjukin', 'aplikasi'];siang vaksin aplikasi pedulindungi statusnya vaksin coba email telp call center dm tanggapan terus harus padahal kemana katanya harus nunjukin aplikasi;siang vaksin aplikasi pedulindungi status vaksin coba email telp call center dm tanggap terus harus padahal mana kata harus nunjukin aplikasi;0
485;485;Negatif;@PLindungi siang ka, mau konfirmasi nih aku udh vaksin dosis pertama tgl 6 sept 2021 dan baru sadar sekarang pas cek di app peduli lindung sertifikat ny belum keluar. Udah kirim via email utk pengajuan kendala sertifikat. Tolong di proses yaa ka, karna in;siang ka mau konfirmasi nih aku udh vaksin dosis pertama tgl sept dan baru sadar sekarang pas cek di app peduli lindung sertifikat ny belum keluar udah kirim via email utk pengajuan kendala sertifikat tolong di proses yaa ka karna in;['siang', 'ka', 'mau', 'konfirmasi', 'nih', 'aku', 'udh', 'vaksin', 'dosis', 'pertama', 'tgl', 'sept', 'dan', 'baru', 'sadar', 'sekarang', 'pas', 'cek', 'di', 'app', 'peduli', 'lindung', 'sertifikat', 'ny', 'belum', 'keluar', 'udah', 'kirim', 'via', 'email', 'utk', 'pengajuan', 'kendala', 'sertifikat', 'tolong', 'di', 'proses', 'yaa', 'ka', 'karna', 'in'];['siang', 'konfirmasi', 'udh', 'vaksin', 'dosis', 'tgl', 'sept', 'sadar', 'pas', 'cek', 'app', 'peduli', 'lindung', 'sertifikat', 'kirim', 'via', 'email', 'pengajuan', 'kendala', 'sertifikat', 'tolong', 'proses', 'karna'];siang konfirmasi sudah vaksin dosis tanggal sept sadar pas cek app peduli lindung sertifikat kirim via email pengajuan kendala sertifikat tolong proses karena;siang konfirmasi sudah vaksin dosis tanggal sept sadar pas cek app peduli lindung sertifikat kirim via email aju kendala sertifikat tolong proses karena;0
486;486;Negatif;@PLindungi siang ka, ka saya sudah vaksinasi tapi sertifikat blm keluar gmna ya. padahal ketika di cek menggunakan nik sudah melakukan vaksinasi;siang ka ka saya sudah vaksinasi tapi sertifikat blm keluar gmna ya padahal ketika di cek menggunakan nik sudah melakukan vaksinasi;['siang', 'ka', 'ka', 'saya', 'sudah', 'vaksinasi', 'tapi', 'sertifikat', 'blm', 'keluar', 'gmna', 'ya', 'padahal', 'ketika', 'di', 'cek', 'menggunakan', 'nik', 'sudah', 'melakukan', 'vaksinasi'];['siang', 'vaksinasi', 'sertifikat', 'gmna', 'cek', 'nik', 'vaksinasi'];siang vaksinasi sertifikat bagaimana cek nik vaksinasi;siang vaksinasi sertifikat bagaimana cek nik vaksinasi;0
487;487;Negatif;@PLindungi Siang Admin bisakah saya mengubah nama di sertifikat vaksin pada Peduli Lindungi sesuai dengan mana di dokumen Paspor?;siang admin bisakah saya mengubah nama di sertifikat vaksin pada peduli lindungi sesuai dengan mana di dokumen paspor;['siang', 'admin', 'bisakah', 'saya', 'mengubah', 'nama', 'di', 'sertifikat', 'vaksin', 'pada', 'peduli', 'lindungi', 'sesuai', 'dengan', 'mana', 'di', 'dokumen', 'paspor'];['siang', 'admin', 'mengubah', 'nama', 'sertifikat', 'vaksin', 'peduli', 'lindungi', 'sesuai', 'dokumen', 'paspor'];siang admin mengubah nama sertifikat vaksin peduli lindungi sesuai dokumen paspor;siang admin ubah nama sertifikat vaksin peduli lindung sesuai dokumen paspor;0
488;488;Negatif;@PLindungi sertifikat vaksin yang ke 2 belum muncul Atas nama  Yanti puspita sari No. HP. 085775850753;sertifikat vaksin yang ke belum muncul atas nama yanti puspita sari no hp;['sertifikat', 'vaksin', 'yang', 'ke', 'belum', 'muncul', 'atas', 'nama', 'yanti', 'puspita', 'sari', 'no', 'hp'];['sertifikat', 'vaksin', 'muncul', 'nama', 'yanti', 'puspita', 'sari', 'hp'];sertifikat vaksin muncul nama yanti puspita sari hp;sertifikat vaksin muncul nama yanti puspita sari hp;0
489;489;Negatif;@PLindungi Sertifikat vaksin ke-2 saya gak ada,udah saya coba cek lewat web, dan lewat aplikas peduli lindungi juga tetap gak ada. Malahan sertifikat vaksin orang lain yang dikirim ke saya. Ini bagaimana ya?;sertifikat vaksin ke saya gak adaudah saya coba cek lewat web dan lewat aplikas peduli lindungi juga tetap gak ada malahan sertifikat vaksin orang lain yang dikirim ke saya ini bagaimana ya;['sertifikat', 'vaksin', 'ke', 'saya', 'gak', 'adaudah', 'saya', 'coba', 'cek', 'lewat', 'web', 'dan', 'lewat', 'aplikas', 'peduli', 'lindungi', 'juga', 'tetap', 'gak', 'ada', 'malahan', 'sertifikat', 'vaksin', 'orang', 'lain', 'yang', 'dikirim', 'ke', 'saya', 'ini', 'bagaimana', 'ya'];['sertifikat', 'vaksin', 'adaudah', 'coba', 'cek', 'web', 'aplikas', 'peduli', 'lindungi', 'sertifikat', 'vaksin', 'dikirim'];sertifikat vaksin adaudah coba cek web aplikas peduli lindungi sertifikat vaksin dikirim;sertifikat vaksin adaudah coba cek web aplikas peduli lindung sertifikat vaksin kirim;0
490;490;Negatif;@PLindungi Sertifikat vaksin belum keluar sdh vaksin ke 2 dan bisa masuk akun peduli lindungi bgtu cek sertifikat data tidak ditemukan;sertifikat vaksin belum keluar sdh vaksin ke dan bisa masuk akun peduli lindungi bgtu cek sertifikat data tidak ditemukan;['sertifikat', 'vaksin', 'belum', 'keluar', 'sdh', 'vaksin', 'ke', 'dan', 'bisa', 'masuk', 'akun', 'peduli', 'lindungi', 'bgtu', 'cek', 'sertifikat', 'data', 'tidak', 'ditemukan'];['sertifikat', 'vaksin', 'vaksin', 'akun', 'peduli', 'lindungi', 'bgtu', 'cek', 'sertifikat', 'data', 'ditemukan'];sertifikat vaksin vaksin akun peduli lindungi begitu cek sertifikat data ditemukan;sertifikat vaksin vaksin akun peduli lindung begitu cek sertifikat data temu;0
491;491;Negatif;@PLindungi sertifikat saya masih belum juga muncul pas di cek masa data belum ada gimana sih katanya suruh vaksin emang waktu saya cuma buat ngurus srtifikat doang;sertifikat saya masih belum juga muncul pas di cek masa data belum ada gimana sih katanya suruh vaksin emang waktu saya cuma buat ngurus srtifikat doang;['sertifikat', 'saya', 'masih', 'belum', 'juga', 'muncul', 'pas', 'di', 'cek', 'masa', 'data', 'belum', 'ada', 'gimana', 'sih', 'katanya', 'suruh', 'vaksin', 'emang', 'waktu', 'saya', 'cuma', 'buat', 'ngurus', 'srtifikat', 'doang'];['sertifikat', 'muncul', 'pas', 'cek', 'data', 'suruh', 'vaksin', 'emang', 'ngurus', 'srtifikat', 'doang'];sertifikat muncul pas cek data suruh vaksin memang mengurus srtifikat doang;sertifikat muncul pas cek data suruh vaksin memang urus srtifikat doang;0
492;492;Negatif;@PLindungi sertifikan vaksin ke II tidak muncul karena screening Vaksin I lupa di setorkan ke admin tempat vaksin, solusinya bagaimana?;sertifikan vaksin ke ii tidak muncul karena screening vaksin  lupa di setorkan ke admin tempat vaksin solusinya bagaimana;['sertifikan', 'vaksin', 'ke', 'ii', 'tidak', 'muncul', 'karena', 'screening', 'vaksin', 'lupa', 'di', 'setorkan', 'ke', 'admin', 'tempat', 'vaksin', 'solusinya', 'bagaimana'];['sertifikan', 'vaksin', 'muncul', 'screening', 'vaksin', 'lupa', 'setorkan', 'admin', 'vaksin', 'solusinya'];sertifikan vaksin muncul screening vaksin lupa setorkan admin vaksin solusinya;sertifikan vaksin muncul screening vaksin lupa setor admin vaksin solusi;0
493;493;Negatif;@PLindungi serifikat gak keluar2 sejak 19 agustus 2021. Solusi?;serifikat gak keluar sejak agustus solusi;['serifikat', 'gak', 'keluar', 'sejak', 'agustus', 'solusi'];['serifikat', 'agustus', 'solusi'];serifikat agustus solusi;serifikat agustus solusi;0
494;494;Negatif;@PLindungi selamat sore,,tolong admin info nya,anak saya udh faksin yg ke dua,tanggal 8..11..2021,,tapi sampai sekarang sertifikat ya blm kluar..klu faksin yg pertama udh;selamat soretolong admin info nyaanak saya udh faksin yg ke duatanggal tapi sampai sekarang sertifikat ya blm kluarklu faksin yg pertama udh;['selamat', 'soretolong', 'admin', 'info', 'nyaanak', 'saya', 'udh', 'faksin', 'yg', 'ke', 'duatanggal', 'tapi', 'sampai', 'sekarang', 'sertifikat', 'ya', 'blm', 'kluarklu', 'faksin', 'yg', 'pertama', 'udh'];['selamat', 'soretolong', 'admin', 'info', 'nyaanak', 'udh', 'faksin', 'duatanggal', 'sertifikat', 'kluarklu', 'faksin', 'udh'];selamat soretolong admin info nyaanak sudah faksin duatanggal sertifikat kluarklu faksin sudah;selamat soretolong admin info nyaanak sudah faksin duatanggal sertifikat kluarklu faksin sudah;0
495;495;Negatif;@PLindungi Selamat sore admin, saya mau tanya, ibu saya sudah vaksin 2 kali, ternyata saat vaksin memasukkan no hp yg sudah tidak aktif. Sehingga tidak bisa download sertifikat. Bagaimana solusinya agar bisa di download ya ? Terima kasih;selamat sore admin saya mau tanya ibu saya sudah vaksin kali ternyata saat vaksin memasukkan no hp yg sudah tidak aktif sehingga tidak bisa download sertifikat bagaimana solusinya agar bisa di download ya terima kasih;['selamat', 'sore', 'admin', 'saya', 'mau', 'tanya', 'ibu', 'saya', 'sudah', 'vaksin', 'kali', 'ternyata', 'saat', 'vaksin', 'memasukkan', 'no', 'hp', 'yg', 'sudah', 'tidak', 'aktif', 'sehingga', 'tidak', 'bisa', 'download', 'sertifikat', 'bagaimana', 'solusinya', 'agar', 'bisa', 'di', 'download', 'ya', 'terima', 'kasih'];['selamat', 'sore', 'admin', 'vaksin', 'vaksin', 'memasukkan', 'hp', 'aktif', 'download', 'sertifikat', 'solusinya', 'download', 'terima', 'kasih'];selamat sore admin vaksin vaksin memasukkan hp aktif download sertifikat solusinya download terima kasih;selamat sore admin vaksin vaksin masuk hp aktif download sertifikat solusi download terima kasih;0
496;496;Negatif;@PLindungi selamat siang, saya ingin klaim sertifikat vaksin di aplikasi peduli lindungi. Tapi untuk input pengisian tanggal lahir, option-nya di-default ke tanggal hari ini.  Masa saya lahir hari ini ð  https://t.co/Q4yKI1FsQw;selamat siang saya ingin klaim sertifikat vaksin di aplikasi peduli lindungi tapi untuk input pengisian tanggal lahir optionnya didefault ke tanggal hari ini masa saya lahir hari ini;['selamat', 'siang', 'saya', 'ingin', 'klaim', 'sertifikat', 'vaksin', 'di', 'aplikasi', 'peduli', 'lindungi', 'tapi', 'untuk', 'input', 'pengisian', 'tanggal', 'lahir', 'optionnya', 'didefault', 'ke', 'tanggal', 'hari', 'ini', 'masa', 'saya', 'lahir', 'hari', 'ini'];['selamat', 'siang', 'klaim', 'sertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindungi', 'input', 'pengisian', 'tanggal', 'lahir', 'optionnya', 'didefault', 'tanggal', 'lahir'];selamat siang klaim sertifikat vaksin aplikasi peduli lindungi input pengisian tanggal lahir optionnya didefault tanggal lahir;selamat siang klaim sertifikat vaksin aplikasi peduli lindung input isi tanggal lahir optionnya didefault tanggal lahir;0
497;497;Negatif;@PLindungi selamat pagi, Kami diminta peduli dan melindungi, tapi ketika kami meminta solusi dan arahan seperti apa ketika ada kendala di pedulilindungi apakah PEDULI???? Cek DM min.;selamat pagi kami diminta peduli dan melindungi tapi ketika kami meminta solusi dan arahan seperti apa ketika ada kendala di pedulilindungi apakah peduli cek dm min;['selamat', 'pagi', 'kami', 'diminta', 'peduli', 'dan', 'melindungi', 'tapi', 'ketika', 'kami', 'meminta', 'solusi', 'dan', 'arahan', 'seperti', 'apa', 'ketika', 'ada', 'kendala', 'di', 'pedulilindungi', 'apakah', 'peduli', 'cek', 'dm', 'min'];['selamat', 'pagi', 'peduli', 'melindungi', 'solusi', 'arahan', 'kendala', 'pedulilindungi', 'peduli', 'cek', 'dm'];selamat pagi peduli melindungi solusi arahan kendala pedulilindungi peduli cek dm;selamat pagi peduli lindung solusi arah kendala pedulilindungi peduli cek dm;0
498;498;Negatif;@PLindungi Selamat pagi mohon dibantu... Saya vaksin tgl 15 Agustus pakai astrazeneca, utk vaksin ke 2nya saya dpt jadwal tgl 16 November Di bukti surat kcl yg dksh Dr Sana. Tp di pedulilindungi ada jadwal saya hrs vaksin ke2 tgl 10 October yg bener yg ma;selamat pagi mohon dibantu saya vaksin tgl agustus pakai astrazeneca utk vaksin ke nya saya dpt jadwal tgl november di bukti surat kcl yg dksh dr sana tp di pedulilindungi ada jadwal saya hrs vaksin ke tgl october yg bener yg ma;['selamat', 'pagi', 'mohon', 'dibantu', 'saya', 'vaksin', 'tgl', 'agustus', 'pakai', 'astrazeneca', 'utk', 'vaksin', 'ke', 'nya', 'saya', 'dpt', 'jadwal', 'tgl', 'november', 'di', 'bukti', 'surat', 'kcl', 'yg', 'dksh', 'dr', 'sana', 'tp', 'di', 'pedulilindungi', 'ada', 'jadwal', 'saya', 'hrs', 'vaksin', 'ke', 'tgl', 'october', 'yg', 'bener', 'yg', 'ma'];['selamat', 'pagi', 'dibantu', 'vaksin', 'tgl', 'agustus', 'pakai', 'astrazeneca', 'vaksin', 'jadwal', 'tgl', 'november', 'bukti', 'surat', 'kcl', 'dksh', 'pedulilindungi', 'jadwal', 'hrs', 'vaksin', 'tgl', 'october', 'bener'];selamat pagi dibantu vaksin tanggal agustus pakai astrazeneca vaksin jadwal tanggal november bukti surat kcl dksh pedulilindungi jadwal harus vaksin tanggal october benar;selamat pagi bantu vaksin tanggal agustus pakai astrazeneca vaksin jadwal tanggal november bukti surat kcl dksh pedulilindungi jadwal harus vaksin tanggal october benar;0
