;Value;tweet;cleaning;tweet_tokens;tweet_stopwords;normalization
759;Negatif;@plindungi haiiii peduli, apakah utk mengurus sertifikat vaksin buat nakes di vaksin ketiga harus ribet minta surat pernyataan bahwa saya nakes ya. kenapa gak bisa pakai mungkin sk pegawai atau kta dari organisasi profesi.;haiiii peduli apakah utk mengurus sertifikat vaksin buat nakes di vaksin ketiga harus ribet minta surat pernyataan bahwa saya nakes ya kenapa gak bisa pakai mungkin sk pegawai atau kta dari organisasi profesi;['haiiii', 'peduli', 'apakah', 'utk', 'mengurus', 'sertifikat', 'vaksin', 'buat', 'nakes', 'di', 'vaksin', 'ketiga', 'harus', 'ribet', 'minta', 'surat', 'pernyataan', 'bahwa', 'saya', 'nakes', 'ya', 'kenapa', 'gak', 'bisa', 'pakai', 'mungkin', 'sk', 'pegawai', 'atau', 'kta', 'dari', 'organisasi', 'profesi'];['haiiii', 'peduli', 'mengurus', 'sertifikat', 'vaksin', 'nakes', 'vaksin', 'ketiga', 'ribet', 'surat', 'pernyataan', 'nakes', 'pakai', 'sk', 'pegawai', 'kta', 'organisasi', 'profesi'];haiiii peduli mengurus sertifikat vaksin nakes vaksin ketiga ribet surat pernyataan nakes pakai suka pegawai kata organisasi profesi
760;Negatif;@plindungi hai, apakah sistem nar masih down? kemarin siang saya antigen, sampe sekarang hasilnya belum masuk di pedulilindungi. ud hub ke tempat antigennya, jawabannya system nar lagi down ð;hai apakah sistem nar masih down kemarin siang saya antigen sampe sekarang hasilnya belum masuk di pedulilindungi ud hub ke tempat antigennya jawabannya system nar lagi down;['hai', 'apakah', 'sistem', 'nar', 'masih', 'down', 'kemarin', 'siang', 'saya', 'antigen', 'sampe', 'sekarang', 'hasilnya', 'belum', 'masuk', 'di', 'pedulilindungi', 'ud', 'hub', 'ke', 'tempat', 'antigennya', 'jawabannya', 'system', 'nar', 'lagi', 'down'];['sistem', 'nar', 'down', 'kemarin', 'siang', 'antigen', 'sampe', 'hasilnya', 'pedulilindungi', 'ud', 'hub', 'antigennya', 'jawabannya', 'system', 'nar', 'down'];sistem nar down kemarin siang antigen sampai hasilnya pedulilindungi sudah hubungi antigennya jawabannya system nar down
761;Negatif;@plindungi hai! saya ngalami kendala mengenai sertifikat vaksin nih. nik saya dipakai orng lain. salah input 1 angka sepertinya. udh email bbrp kali tapi no respon. sekali direspon, tapi blm bner juga. gmn dong?;hai saya ngalami kendala mengenai sertifikat vaksin nih nik saya dipakai orng lain salah input angka sepertinya udh email bbrp kali tapi no respon sekali direspon tapi blm bner juga gmn dong;['hai', 'saya', 'ngalami', 'kendala', 'mengenai', 'sertifikat', 'vaksin', 'nih', 'nik', 'saya', 'dipakai', 'orng', 'lain', 'salah', 'input', 'angka', 'sepertinya', 'udh', 'email', 'bbrp', 'kali', 'tapi', 'no', 'respon', 'sekali', 'direspon', 'tapi', 'blm', 'bner', 'juga', 'gmn', 'dong'];['ngalami', 'kendala', 'sertifikat', 'vaksin', 'nik', 'dipakai', 'orng', 'salah', 'input', 'angka', 'udh', 'email', 'bbrp', 'respon', 'direspon', 'bner'];ngalami kendala sertifikat vaksin nik dipakai orang salah input angka sudah email beberapa respon direspon benar
762;Negatif;@plindungi hai min, solusi buat sertif yg gaada bayangan mau keluar dongg ð;hai min solusi buat sertif yg gaada bayangan mau keluar dongg;['hai', 'min', 'solusi', 'buat', 'sertif', 'yg', 'gaada', 'bayangan', 'mau', 'keluar', 'dongg'];['solusi', 'sertif', 'gaada', 'bayangan', 'dongg'];solusi sertif enggak ada bayangan dong
763;Negatif;@plindungi hai min mau tanya, ini bapak saya udh vaksin pertama. pas di cek di peduli lindungi juga udh terkonfirmasi telah mengikuti vaksinasi dosis pertama tapi pas aku cek sertifikatnya kok ga keluar ya;hai min mau tanya ini bapak saya udh vaksin pertama pas di cek di peduli lindungi juga udh terkonfirmasi telah mengikuti vaksinasi dosis pertama tapi pas aku cek sertifikatnya kok ga keluar ya;['hai', 'min', 'mau', 'tanya', 'ini', 'bapak', 'saya', 'udh', 'vaksin', 'pertama', 'pas', 'di', 'cek', 'di', 'peduli', 'lindungi', 'juga', 'udh', 'terkonfirmasi', 'telah', 'mengikuti', 'vaksinasi', 'dosis', 'pertama', 'tapi', 'pas', 'aku', 'cek', 'sertifikatnya', 'kok', 'ga', 'keluar', 'ya'];['udh', 'vaksin', 'pas', 'cek', 'peduli', 'lindungi', 'udh', 'terkonfirmasi', 'mengikuti', 'vaksinasi', 'dosis', 'pas', 'cek', 'sertifikatnya'];sudah vaksin pas cek peduli lindungi sudah terkonfirmasi mengikuti vaksinasi dosis pas cek sertifikatnya
764;Negatif;@plindungi hai kak admin,,,mw tanya ni,,,istri sudah vaksin 2x tp tetap saja di aplikasi peduli lindungi belum juga datanya terupdate sudah di vaksin,,,,;hai kak adminmw tanya niistri sudah vaksin  tp tetap saja di aplikasi peduli lindungi belum juga datanya terupdate sudah di vaksin;['hai', 'kak', 'adminmw', 'tanya', 'niistri', 'sudah', 'vaksin', 'tp', 'tetap', 'saja', 'di', 'aplikasi', 'peduli', 'lindungi', 'belum', 'juga', 'datanya', 'terupdate', 'sudah', 'di', 'vaksin'];['adminmw', 'niistri', 'vaksin', 'aplikasi', 'peduli', 'lindungi', 'datanya', 'terupdate', 'vaksin'];adminmw niistri vaksin aplikasi peduli lindungi datanya terupdate vaksin
765;Negatif;@plindungi hai aku udah vaksin dosis ke 2 tapi kok pas aku cek di apk peduli lindungi masih belum kebaca dosis ke 2 disana masih terbaca dosis pertama ini knp min ? pdhl saya baru aja vaksin ke 2 !;hai aku udah vaksin dosis ke tapi kok pas aku cek di apk peduli lindungi masih belum kebaca dosis ke disana masih terbaca dosis pertama ini knp min pdhl saya baru aja vaksin ke;['hai', 'aku', 'udah', 'vaksin', 'dosis', 'ke', 'tapi', 'kok', 'pas', 'aku', 'cek', 'di', 'apk', 'peduli', 'lindungi', 'masih', 'belum', 'kebaca', 'dosis', 'ke', 'disana', 'masih', 'terbaca', 'dosis', 'pertama', 'ini', 'knp', 'min', 'pdhl', 'saya', 'baru', 'aja', 'vaksin', 'ke'];['vaksin', 'dosis', 'pas', 'cek', 'apk', 'peduli', 'lindungi', 'kebaca', 'dosis', 'disana', 'terbaca', 'dosis', 'knp', 'pdhl', 'vaksin'];vaksin dosis pas cek apk peduli lindungi kebaca dosis disana terbaca dosis kenapa padahal vaksin
766;Negatif;@plindungi hai aku udah vaksin dosis ke 2 tapi kok pas aku cek di apk peduli lindungi masih belum kebaca dosis ke 2 disana masih terbaca dosis pertama ini knp min ? pdhl saya baru aja vaksin ke 2 !;hai aku udah vaksin dosis ke tapi kok pas aku cek di apk peduli lindungi masih belum kebaca dosis ke disana masih terbaca dosis pertama ini knp min pdhl saya baru aja vaksin ke;['hai', 'aku', 'udah', 'vaksin', 'dosis', 'ke', 'tapi', 'kok', 'pas', 'aku', 'cek', 'di', 'apk', 'peduli', 'lindungi', 'masih', 'belum', 'kebaca', 'dosis', 'ke', 'disana', 'masih', 'terbaca', 'dosis', 'pertama', 'ini', 'knp', 'min', 'pdhl', 'saya', 'baru', 'aja', 'vaksin', 'ke'];['vaksin', 'dosis', 'pas', 'cek', 'apk', 'peduli', 'lindungi', 'kebaca', 'dosis', 'disana', 'terbaca', 'dosis', 'knp', 'pdhl', 'vaksin'];vaksin dosis pas cek apk peduli lindungi kebaca dosis disana terbaca dosis kenapa padahal vaksin
767;Negatif;@plindungi habis vaksin di aplikasi kok gk muncul ya setivikat nya..;habis vaksin di aplikasi kok gk muncul ya setivikat nya;['habis', 'vaksin', 'di', 'aplikasi', 'kok', 'gk', 'muncul', 'ya', 'setivikat', 'nya'];['habis', 'vaksin', 'aplikasi', 'muncul', 'setivikat'];habis vaksin aplikasi muncul setivikat
768;Negatif;@plindungi gw mau tanya donk... gw kan gak punya ktp lagi nich soalnya gw udh pindah ke amerika, trus gimana caranya gw daftarin diri ke peduli lindungi? kan gw gak punya id ktp. emang id paspor gak bisa? tolong bantu informasi nya;gw mau tanya donk gw kan gak punya ktp lagi nich soalnya gw udh pindah ke amerika trus gimana caranya gw daftarin diri ke peduli lindungi kan gw gak punya id ktp emang id paspor gak bisa tolong bantu informasi nya;['gw', 'mau', 'tanya', 'donk', 'gw', 'kan', 'gak', 'punya', 'ktp', 'lagi', 'nich', 'soalnya', 'gw', 'udh', 'pindah', 'ke', 'amerika', 'trus', 'gimana', 'caranya', 'gw', 'daftarin', 'diri', 'ke', 'peduli', 'lindungi', 'kan', 'gw', 'gak', 'punya', 'id', 'ktp', 'emang', 'id', 'paspor', 'gak', 'bisa', 'tolong', 'bantu', 'informasi', 'nya'];['ktp', 'nich', 'udh', 'pindah', 'amerika', 'daftarin', 'peduli', 'lindungi', 'id', 'ktp', 'emang', 'id', 'paspor', 'tolong', 'bantu', 'informasi'];ktp nih sudah pindah amerika daftarin peduli lindungi id ktp memang id paspor tolong bantu informasi
769;Negatif;@plindungi gmn atuh ini? dr email ga ada bisa dibuka sertifikatnya. di website ga ada. di aplikasi ga ada juga  https://t.co/k6fsm5krhd;gmn atuh ini dr email ga ada bisa dibuka sertifikatnya di website ga ada di aplikasi ga ada juga;['gmn', 'atuh', 'ini', 'dr', 'email', 'ga', 'ada', 'bisa', 'dibuka', 'sertifikatnya', 'di', 'website', 'ga', 'ada', 'di', 'aplikasi', 'ga', 'ada', 'juga'];['email', 'dibuka', 'sertifikatnya', 'website', 'aplikasi'];email dibuka sertifikatnya website aplikasi
770;Negatif;@plindungi gak bisa woiiii gimana ini admin;gak bisa woiiii gimana ini admin;['gak', 'bisa', 'woiiii', 'gimana', 'ini', 'admin'];['woiiii', 'admin'];woiiii admin
771;Negatif;@plindungi gak beres lu;gak beres lu;['gak', 'beres', 'lu'];['beres'];beres
772;Negatif;@plindungi di website disertakan email, orang komplain disuruh email, begitu di-email, bounce. paling bener emang.  https://t.co/av5zhtgv5q;di website disertakan email orang komplain disuruh email begitu diemail bounce paling bener emang;['di', 'website', 'disertakan', 'email', 'orang', 'komplain', 'disuruh', 'email', 'begitu', 'diemail', 'bounce', 'paling', 'bener', 'emang'];['website', 'disertakan', 'email', 'komplain', 'disuruh', 'email', 'diemail', 'bounce', 'bener', 'emang'];website disertakan email komplain disuruh email diemail bounce benar memang
773;Negatif;@plindungi di minta update, sudah di update, malah logout, trus nunggu kondiemasi jose dr no hp ga di kirim2;di minta update sudah di update malah logout trus nunggu kondiemasi jose dr no hp ga di kirim;['di', 'minta', 'update', 'sudah', 'di', 'update', 'malah', 'logout', 'trus', 'nunggu', 'kondiemasi', 'jose', 'dr', 'no', 'hp', 'ga', 'di', 'kirim'];['logout', 'nunggu', 'kondiemasi', 'jose', 'hp', 'kirim'];logout menunggu kondiemasi jose hp kirim
774;Negatif;@plindungi di cek sertifikat udah vaksin 2x. buat check in di kantor sendiri masa merah ð¤  https://t.co/udsp3v2n78;di cek sertifikat udah vaksin  buat check in di kantor sendiri masa merah;['di', 'cek', 'sertifikat', 'udah', 'vaksin', 'buat', 'check', 'in', 'di', 'kantor', 'sendiri', 'masa', 'merah'];['cek', 'sertifikat', 'vaksin', 'check', 'kantor', 'merah'];cek sertifikat vaksin check kantor merah
775;Negatif;@plindungi dear min, baca kode jadwal vaksin gmn sih? ngga ngerti nih kapan jadwal vaksinnya, nanya ke puskesmas tempat vaksin pertama malah disuruh cek aplikasi pedulilindungi, lihat di aplikasi malah cuma ada kode, hmmm  https://t.co/z3tvjuiuxz;dear min baca kode jadwal vaksin gmn sih ngga ngerti nih kapan jadwal vaksinnya nanya ke puskesmas tempat vaksin pertama malah disuruh cek aplikasi pedulilindungi lihat di aplikasi malah cuma ada kode hmmm;['dear', 'min', 'baca', 'kode', 'jadwal', 'vaksin', 'gmn', 'sih', 'ngga', 'ngerti', 'nih', 'kapan', 'jadwal', 'vaksinnya', 'nanya', 'ke', 'puskesmas', 'tempat', 'vaksin', 'pertama', 'malah', 'disuruh', 'cek', 'aplikasi', 'pedulilindungi', 'lihat', 'di', 'aplikasi', 'malah', 'cuma', 'ada', 'kode', 'hmmm'];['dear', 'baca', 'kode', 'jadwal', 'vaksin', 'ngga', 'ngerti', 'jadwal', 'vaksinnya', 'nanya', 'puskesmas', 'vaksin', 'disuruh', 'cek', 'aplikasi', 'pedulilindungi', 'aplikasi', 'kode'];dear baca kode jadwal vaksin enggak mengerti jadwal vaksinnya tanya puskesmas vaksin disuruh cek aplikasi pedulilindungi aplikasi kode
776;Negatif;@plindungi dear admin, ini saya udah vaksin kedua, tapi kenapa ga bisa lihat certificate nya ya ?;dear admin ini saya udah vaksin kedua tapi kenapa ga bisa lihat certificate nya ya;['dear', 'admin', 'ini', 'saya', 'udah', 'vaksin', 'kedua', 'tapi', 'kenapa', 'ga', 'bisa', 'lihat', 'certificate', 'nya', 'ya'];['dear', 'admin', 'vaksin', 'certificate'];dear admin vaksin certificate
777;Negatif;@plindungi data gua di pake orang bangsat lu nego atas nama nik gua anjg;data gua di pake orang bangsat lu nego atas nama nik gua anjg;['data', 'gua', 'di', 'pake', 'orang', 'bangsat', 'lu', 'nego', 'atas', 'nama', 'nik', 'gua', 'anjg'];['data', 'gua', 'pake', 'bangsat', 'nego', 'nama', 'nik', 'gua', 'anjg'];data gua pakai bangsat nego nama nik gua anjg
778;Negatif;@plindungi dan buat dia jadi sulit untuk kemana mana. gimana ya min cara nya supaya di aplikasi bisa dinyatakan kalo dia udh fully vaccinated gitu?;dan buat dia jadi sulit untuk kemana mana gimana ya min cara nya supaya di aplikasi bisa dinyatakan kalo dia udh fully vaccinated gitu;['dan', 'buat', 'dia', 'jadi', 'sulit', 'untuk', 'kemana', 'mana', 'gimana', 'ya', 'min', 'cara', 'nya', 'supaya', 'di', 'aplikasi', 'bisa', 'dinyatakan', 'kalo', 'dia', 'udh', 'fully', 'vaccinated', 'gitu'];['sulit', 'kemana', 'aplikasi', 'dinyatakan', 'udh', 'fully', 'vaccinated'];sulit kemana aplikasi dinyatakan sudah fully vaccinated
779;Negatif;@plindungi daftarin vaksin ln dosis 2  selalu gagal gmna solusinya?dosis 1 di indo, dosis 2 di malay.tiap  isi data di web vaksinln, selalu dpt email klo udh ada data di app pedulilindungi. betul udh ada data dosis 1,yg sy perlukan biar dosis 2 bisa updat;daftarin vaksin ln dosis selalu gagal gmna solusinyadosis di indo dosis di malaytiap isi data di web vaksinln selalu dpt email klo udh ada data di app pedulilindungi betul udh ada data dosis yg sy perlukan biar dosis bisa updat;['daftarin', 'vaksin', 'ln', 'dosis', 'selalu', 'gagal', 'gmna', 'solusinyadosis', 'di', 'indo', 'dosis', 'di', 'malaytiap', 'isi', 'data', 'di', 'web', 'vaksinln', 'selalu', 'dpt', 'email', 'klo', 'udh', 'ada', 'data', 'di', 'app', 'pedulilindungi', 'betul', 'udh', 'ada', 'data', 'dosis', 'yg', 'sy', 'perlukan', 'biar', 'dosis', 'bisa', 'updat'];['daftarin', 'vaksin', 'ln', 'dosis', 'gagal', 'gmna', 'solusinyadosis', 'indo', 'dosis', 'malaytiap', 'isi', 'data', 'web', 'vaksinln', 'email', 'udh', 'data', 'app', 'pedulilindungi', 'udh', 'data', 'dosis', 'perlukan', 'dosis', 'updat'];daftarin vaksin ln dosis gagal bagaimana solusinyadosis indonesia dosis malaytiap isi data web vaksinln email sudah data app pedulilindungi sudah data dosis perlukan dosis updat
780;Negatif;@plindungi coba scan dr apps untuk masuk mall, 2 x hasilnya red padahal udh 2x vaksin. di apps status red di web status green. sudah email ke pedulilindungi@kominfo.go.id sekitar 2 minggu lalu sampai hari tidak ada balasan apalagi di follow up. kenapa di ;coba scan dr apps untuk masuk mall  hasilnya red padahal udh  vaksin di apps status red di web status green sudah email ke pedulilindungi goid sekitar minggu lalu sampai hari tidak ada balasan apalagi di follow up kenapa di;['coba', 'scan', 'dr', 'apps', 'untuk', 'masuk', 'mall', 'hasilnya', 'red', 'padahal', 'udh', 'vaksin', 'di', 'apps', 'status', 'red', 'di', 'web', 'status', 'green', 'sudah', 'email', 'ke', 'pedulilindungi', 'goid', 'sekitar', 'minggu', 'lalu', 'sampai', 'hari', 'tidak', 'ada', 'balasan', 'apalagi', 'di', 'follow', 'up', 'kenapa', 'di'];['coba', 'scan', 'apps', 'mall', 'hasilnya', 'red', 'udh', 'vaksin', 'apps', 'status', 'red', 'web', 'status', 'green', 'email', 'pedulilindungi', 'goid', 'minggu', 'balasan', 'up'];coba scan apps mall hasilnya red sudah vaksin apps status red web status green email pedulilindungi goid minggu balasan up
781;Negatif;@plindungi cek dm dong min ?????????;cek dm dong min;['cek', 'dm', 'dong', 'min'];['cek', 'dm'];cek dm
782;Negatif;@plindungi cek dan balas dm!!;cek dan balas dm;['cek', 'dan', 'balas', 'dm'];['cek', 'balas', 'dm'];cek balas dm
783;Negatif;@plindungi cara ubah profile gimana ya ? kok ga mau disimpan datanya;cara ubah profile gimana ya kok ga mau disimpan datanya;['cara', 'ubah', 'profile', 'gimana', 'ya', 'kok', 'ga', 'mau', 'disimpan', 'datanya'];['ubah', 'profile', 'disimpan', 'datanya'];ubah profile disimpan datanya
784;Negatif;@plindungi cara komplain no.ktp dipakai orang lain gmn ya? pihakrs ga bisa input data ortu saya krn niknya dipake orang ga bertanggung jawab.;cara komplain noktp dipakai orang lain gmn ya pihakrs ga bisa input data ortu saya krn niknya dipake orang ga bertanggung jawab;['cara', 'komplain', 'noktp', 'dipakai', 'orang', 'lain', 'gmn', 'ya', 'pihakrs', 'ga', 'bisa', 'input', 'data', 'ortu', 'saya', 'krn', 'niknya', 'dipake', 'orang', 'ga', 'bertanggung', 'jawab'];['komplain', 'noktp', 'dipakai', 'pihakrs', 'input', 'data', 'ortu', 'niknya', 'dipake', 'bertanggung'];komplain noktp dipakai pihakrs input data orang tua niknya dipakai bertanggung
785;Negatif;@plindungi call centernya payah!! ga membantu sama sekali, lg nyampein keluhan malah diputus tbtb. padahal udh bikin laporan dari sabtu kemarin.;call centernya payah ga membantu sama sekali lg nyampein keluhan malah diputus tbtb padahal udh bikin laporan dari sabtu kemarin;['call', 'centernya', 'payah', 'ga', 'membantu', 'sama', 'sekali', 'lg', 'nyampein', 'keluhan', 'malah', 'diputus', 'tbtb', 'padahal', 'udh', 'bikin', 'laporan', 'dari', 'sabtu', 'kemarin'];['call', 'centernya', 'payah', 'membantu', 'nyampein', 'keluhan', 'diputus', 'tbtb', 'udh', 'laporan', 'sabtu', 'kemarin'];call centernya payah membantu menyampaikan keluhan diputus tbtb sudah laporan sabtu kemarin
786;Negatif;@plindungi bukannya semua histori cek in terhubung dan terekam ke apps pl, mau cek in dr apps mana saja? klo tdk terekam di pl, gmn tracingnya? mohon info;bukannya semua histori cek in terhubung dan terekam ke apps pl mau cek in dr apps mana saja klo tdk terekam di pl gmn tracingnya mohon info;['bukannya', 'semua', 'histori', 'cek', 'in', 'terhubung', 'dan', 'terekam', 'ke', 'apps', 'pl', 'mau', 'cek', 'in', 'dr', 'apps', 'mana', 'saja', 'klo', 'tdk', 'terekam', 'di', 'pl', 'gmn', 'tracingnya', 'mohon', 'info'];['histori', 'cek', 'terhubung', 'terekam', 'apps', 'cek', 'apps', 'terekam', 'tracingnya', 'info'];histori cek terhubung terekam apps cek apps terekam tracingnya info
787;Negatif;@plindungi bls dm min;bls dm min;['bls', 'dm', 'min'];['bls', 'dm'];balas dm
788;Negatif;@plindungi bisa revisi nama di serifikat vaksin ga ya? ada yg typo di sertifikat vaksin;bisa revisi nama di serifikat vaksin ga ya ada yg typo di sertifikat vaksin;['bisa', 'revisi', 'nama', 'di', 'serifikat', 'vaksin', 'ga', 'ya', 'ada', 'yg', 'typo', 'di', 'sertifikat', 'vaksin'];['revisi', 'nama', 'serifikat', 'vaksin', 'typo', 'sertifikat', 'vaksin'];revisi nama serifikat vaksin typo sertifikat vaksin
789;Negatif;@plindungi bingung aku teh bapak udah meninggal 3 april 2021, eh tanggal 20 oktober ada info baru ikut vaksin pertama. sms masuk ke no hpnya, datanya betul. udah email ke plindungi gak ada balasan ð #vaksin #pertanyaanvaksin #vaksinasiturunkancovid #va;bingung aku teh bapak udah meninggal april eh tanggal oktober ada info baru ikut vaksin pertama sms masuk ke no hpnya datanya betul udah email ke plindungi gak ada balasan;['bingung', 'aku', 'teh', 'bapak', 'udah', 'meninggal', 'april', 'eh', 'tanggal', 'oktober', 'ada', 'info', 'baru', 'ikut', 'vaksin', 'pertama', 'sms', 'masuk', 'ke', 'no', 'hpnya', 'datanya', 'betul', 'udah', 'email', 'ke', 'plindungi', 'gak', 'ada', 'balasan'];['bingung', 'meninggal', 'april', 'tanggal', 'oktober', 'info', 'vaksin', 'sms', 'hpnya', 'datanya', 'email', 'plindungi', 'balasan'];bingung meninggal april tanggal oktober info vaksin sms hpnya datanya email plindungi balasan
790;Negatif;@plindungi bila versi android minimal harus versi 7.0 apakah aplikasi pedulilindungi ikut bisnis jual hp????  https://t.co/1gw6rknmgz;bila versi android minimal harus versi apakah aplikasi pedulilindungi ikut bisnis jual hp;['bila', 'versi', 'android', 'minimal', 'harus', 'versi', 'apakah', 'aplikasi', 'pedulilindungi', 'ikut', 'bisnis', 'jual', 'hp'];['versi', 'android', 'minimal', 'versi', 'aplikasi', 'pedulilindungi', 'bisnis', 'jual', 'hp'];versi android minimal versi aplikasi pedulilindungi bisnis jual hp
791;Negatif;@plindungi baru tadi kaget liat sms sertifikat vaksin punya orang nyasar ke nomor hp ku, padahal aku sudah lama di vaksin  https://t.co/xpjox51v4h;baru tadi kaget liat sms sertifikat vaksin punya orang nyasar ke nomor hp ku padahal aku sudah lama di vaksin;['baru', 'tadi', 'kaget', 'liat', 'sms', 'sertifikat', 'vaksin', 'punya', 'orang', 'nyasar', 'ke', 'nomor', 'hp', 'ku', 'padahal', 'aku', 'sudah', 'lama', 'di', 'vaksin'];['kaget', 'liat', 'sms', 'sertifikat', 'vaksin', 'nyasar', 'nomor', 'hp', 'ku', 'vaksin'];kaget lihat sms sertifikat vaksin nyasar nomor hp ku vaksin
792;Negatif;@plindungi bagaimana solusinya nya min? @plindungi;bagaimana solusinya nya min;['bagaimana', 'solusinya', 'nya', 'min'];['solusinya'];solusinya
793;Negatif;@plindungi bagaimana caranya download sertifikat dengan menggunakan nik tanpa nomor hp;bagaimana caranya download sertifikat dengan menggunakan nik tanpa nomor hp;['bagaimana', 'caranya', 'download', 'sertifikat', 'dengan', 'menggunakan', 'nik', 'tanpa', 'nomor', 'hp'];['download', 'sertifikat', 'nik', 'nomor', 'hp'];download sertifikat nik nomor hp
794;Negatif;@plindungi bagaimana cara agar instansi bisa mendapatkan qr code seperti ini? ???  https://t.co/ukxdmzh6ez;bagaimana cara agar instansi bisa mendapatkan qr code seperti ini;['bagaimana', 'cara', 'agar', 'instansi', 'bisa', 'mendapatkan', 'qr', 'code', 'seperti', 'ini'];['instansi', 'qr', 'code'];instansi qr code
795;Negatif;@plindungi ayah sayah sudah vaksin dosis 2 tp blm juga muncul nanti ditelfon ke cs bilangnya  data blm diinput lalu kami harus hubungi kmn lagi, dateng kelokasi? suruh tanya kepihak pengacara yg input dari mana?;ayah sayah sudah vaksin dosis tp blm juga muncul nanti ditelfon ke cs bilangnya data blm diinput lalu kami harus hubungi kmn lagi dateng kelokasi suruh tanya kepihak pengacara yg input dari mana;['ayah', 'sayah', 'sudah', 'vaksin', 'dosis', 'tp', 'blm', 'juga', 'muncul', 'nanti', 'ditelfon', 'ke', 'cs', 'bilangnya', 'data', 'blm', 'diinput', 'lalu', 'kami', 'harus', 'hubungi', 'kmn', 'lagi', 'dateng', 'kelokasi', 'suruh', 'tanya', 'kepihak', 'pengacara', 'yg', 'input', 'dari', 'mana'];['ayah', 'sayah', 'vaksin', 'dosis', 'muncul', 'ditelfon', 'cs', 'bilangnya', 'data', 'diinput', 'hubungi', 'kmn', 'dateng', 'kelokasi', 'suruh', 'kepihak', 'pengacara', 'input'];ayah sayah vaksin dosis muncul ditelfon cs bilangnya data diinput hubungi kemana datang kelokasi suruh kepihak pengacara input
796;Negatif;@plindungi aplikasinya tidak login, uda centang kolom setuju syarat dan ketentuan,  tidak ada pilihan untuk lanjut, aplikasi penting tapi kok gini? mohon dibantu;aplikasinya tidak login uda centang kolom setuju syarat dan ketentuan tidak ada pilihan untuk lanjut aplikasi penting tapi kok gini mohon dibantu;['aplikasinya', 'tidak', 'login', 'uda', 'centang', 'kolom', 'setuju', 'syarat', 'dan', 'ketentuan', 'tidak', 'ada', 'pilihan', 'untuk', 'lanjut', 'aplikasi', 'penting', 'tapi', 'kok', 'gini', 'mohon', 'dibantu'];['aplikasinya', 'login', 'uda', 'centang', 'kolom', 'setuju', 'syarat', 'ketentuan', 'pilihan', 'aplikasi', 'gini', 'dibantu'];aplikasinya login sudah centang kolom setuju syarat ketentuan pilihan aplikasi begini dibantu
797;Negatif;@plindungi aplikasi tai;aplikasi tai;['aplikasi', 'tai'];['aplikasi', 'tai'];aplikasi tahi
798;Negatif;@plindungi aplikasi tai;aplikasi tai;['aplikasi', 'tai'];['aplikasi', 'tai'];aplikasi tahi
799;Negatif;@plindungi aplikasi peduli lindungi saya mulai sekitar dua hari yang lalu menunjukan status merah, padahal saya sudah dua kali vaksin dan sebelumnya status saya sudah hijau dan normal. email berkali-kali dan dm tidak ada respons!!;aplikasi peduli lindungi saya mulai sekitar dua hari yang lalu menunjukan status merah padahal saya sudah dua kali vaksin dan sebelumnya status saya sudah hijau dan normal email berkalikali dan dm tidak ada respons;['aplikasi', 'peduli', 'lindungi', 'saya', 'mulai', 'sekitar', 'dua', 'hari', 'yang', 'lalu', 'menunjukan', 'status', 'merah', 'padahal', 'saya', 'sudah', 'dua', 'kali', 'vaksin', 'dan', 'sebelumnya', 'status', 'saya', 'sudah', 'hijau', 'dan', 'normal', 'email', 'berkalikali', 'dan', 'dm', 'tidak', 'ada', 'respons'];['aplikasi', 'peduli', 'lindungi', 'menunjukan', 'status', 'merah', 'vaksin', 'status', 'hijau', 'normal', 'email', 'berkalikali', 'dm', 'respons'];aplikasi peduli lindungi menunjukan status merah vaksin status hijau normal email berkalikali dm respons
800;Negatif;@plindungi aplikasi peduli lindungi saya mulai sekitar dua hari yang lalu menunjukan status merah, padahal saya sudah dua kali vaksin dan sebelumnya status saya sudah hijau dan normal, padahal saya butuh aplikasi ini untuk kegiatan sehari-hari;aplikasi peduli lindungi saya mulai sekitar dua hari yang lalu menunjukan status merah padahal saya sudah dua kali vaksin dan sebelumnya status saya sudah hijau dan normal padahal saya butuh aplikasi ini untuk kegiatan seharihari;['aplikasi', 'peduli', 'lindungi', 'saya', 'mulai', 'sekitar', 'dua', 'hari', 'yang', 'lalu', 'menunjukan', 'status', 'merah', 'padahal', 'saya', 'sudah', 'dua', 'kali', 'vaksin', 'dan', 'sebelumnya', 'status', 'saya', 'sudah', 'hijau', 'dan', 'normal', 'padahal', 'saya', 'butuh', 'aplikasi', 'ini', 'untuk', 'kegiatan', 'seharihari'];['aplikasi', 'peduli', 'lindungi', 'menunjukan', 'status', 'merah', 'vaksin', 'status', 'hijau', 'normal', 'butuh', 'aplikasi', 'kegiatan', 'seharihari'];aplikasi peduli lindungi menunjukan status merah vaksin status hijau normal butuh aplikasi kegiatan seharihari
801;Negatif;@plindungi aplikasi lu lama lama kaya web film bajakan, susah dibuka . blok !;aplikasi lu lama lama kaya web film bajakan susah dibuka blok;['aplikasi', 'lu', 'lama', 'lama', 'kaya', 'web', 'film', 'bajakan', 'susah', 'dibuka', 'blok'];['aplikasi', 'kaya', 'web', 'film', 'bajakan', 'susah', 'dibuka', 'blok'];aplikasi kayak web film bajakan susah dibuka blok
