Value;tweet
Negatif;@Dyanasthasia Peduli Lindungi itu aslinya aplikasi punya Singapura yang dibeli sama pemerintah dan servernya dicantolin sama Telkomsel. Artinya, data-data kependudukan puluhan juta rakyat Indonesia saat ini sudah dipegang oleh negara Singapore. Sungguh me
Negatif;@Dyanasthasia Peduli Lindungi is actual proof that the goverment could actually do a bare minimum online-based service kalau beli aplikasi milik orang Singapore :)
Negatif;@dkksemarang @hendrarprihadi @PemkotSmg @humaspemkotsmg @ganjarpranowo Anak saya vaksin pertama 2 september, vaksin ke 2 30 September, tapi kenapa di pedulilindungi tertera vaksin pertama 30 september ? Dan ada undanganvaksin lagi 28 oktober, terus gimana
Negatif;@diterpatopan @PLindungi Lu daptarin pake email ape pake nomer hape?
Negatif;@Diskes_KoMal maaff sya mo tnya..suami sya sdh melakukan vaksinasi 1&amp
Negatif;@diavastemou @chocochizzu Beyond peduli lindungi sial ketawa bgt 🤣🤣🤣
Negatif;@DianEkasetyaP @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng @pedulilindungi Sama bgt ya Allah,sebenarnya niat ga sih yg bikin sertifikat?
Negatif;@diajengdian_ @PLindungi Sampai sekarang apa sudah muncul Kak? Saya juga sama
Negatif;@diahuta08854426 @PLindungi Saya sudah DM lewat IG dan di Twitter tapi sampe saat ini belum ada balasan. Saya juga kirim email tapi email pedulilindungi kontak masuk nya penuh. soalnya sertifikat nya mau dicetak karena buat kebutuhan juga gitu. Yang lain 
Negatif;@diahuta08854426 @PLindungi Gimana kak sudah nemu solusinya? Saya juga sama kayak gitu sampe sekarang belum nemu solusinya
Negatif;@diahulumi_ @PLindungi Aku mau cek sertfiikat vaksin punya bapak ku. Kendalanya adalah lupa di tgl vaksinm dan selebaran serfitikat setelah vaksin hilang. Ada yg punya solusi???? @PLindungi
Negatif;@dhancoburn @infobdg kalaupun ada ga akan bisa dientry ke pedulilindungi karena NIK nya sudah terbaca 2x vaksin
Negatif;@detikcom Trus kalau keg gini, ada yang tau ga, apa gunanya aplikasi tracking trackingan dari pemerintah itu? Apa itu namanya? Peduli lindungi?
Negatif;@detikcom Penasaran sama data vaksinasi itu didapet darimana ya? Sistem di @PLindungi aja masih banyak kesalahan input data.
Negatif;@detikcom Halah. Paling jg krn gk becus kerja. Wong masuk mal scan pedulilindungi hasilnya dilarang masuk pun masih boleh masuk. Negeri penuh formalitas.
Negatif;@Deny_misbah @PLindungi Ini sampe skrg ga d input Call hotline peduli lindungi ga ad jawaban  @PLindungi
Negatif;@Deny_misbah @PLindungi Ini sampe skrg ga d input Call hotline peduli lindungi ga ad jawaban  @PLindungi
Negatif;@degollatoz12 @txtmustikajaya @txtdrbekasi 1 Oktober kemarin gw vaksin ke2 Pfizer disini, tapi ampe skg blm muncul jga di peduli lindungi sertifikatnya, padahal data diri udah jelas bgt? 🙄
Negatif;@dedosixteen @PLindungi sama saya jugasudah claim tetp gak muncul sertifikat 2 nya. min ini kenapa yah ?
Negatif;@DedeJarwadi @PLindungi @IroDk06 sama nih udh vaksin tapi sertifikat blm, gimana ya @PLindungi
Negatif;@deandrasu Ribet, kayak birokrasi endonesa. Wajib peduli lindungi
Negatif;@ddazzledw @PLindungi hai, iya, aku udah email dan emang data aku ga keinput. emang di suruh ke faskes vaksinasinya. tapi belum sempat, hehe.
Negatif;@davenitions 🤣🤣 soal nya ada badge nya... masak @PLindungi badge vaksin dan uda kena ?
Negatif;@dalfandean @PLindungi Aku sekarang juga gini,udah vaksin dosis1 ,tapi pas di cek di pedulili dungi katanya siap vaksin,padahal akunya udah vaksin
Negatif;@dahudaa_ @ayuprapmitaa Infonya bang, boro2 mau cetak masuk peduli lindungi buat ngliat be kaga bisa 😌
Negatif;@daaaahlu Otw walaupun belom vaksin ke 2, tp lolos krn multiverse gapake pedulilindungi
Negatif;@cupoflevi Ntos ath dek biar bisa cekin pake pedulilindungi :(
Negatif;@crstnifly @PLindungi Halo kak udah bisa belom? Aku mau daftafin punya om aku juga kayak gini 😔
Negatif;@copuco_ Dan yg parah itu klo di airport, barcode scan buat peduli lindungi itu ga kepake, kudu input 1-1 macam admin.. ga tau skg udah aktif apa ngga.. gw terakhir kejadian kyk gini di bulan august
Negatif;@convomfs niat mau nonton tapi hp tiba tiba rusak jadi ga bisa ngescane pedulilindungi T^T
Negatif;@convomf Padahal lebi faedah set lockscreen pake sertifikat vaksin pedulilindungi
Negatif;@convomf Lah paling banyak makan baterai app peduli lindungi ternyata hmmm  https://t.co/GIMr10gZJs
Negatif;@contactap2 punten min, mau nanya kalau tes antigen saya ga masuk di pedulilindungi, bisa bawa kertasnya aja ga ya? Besok saya terbang dari pdg ke cgk
Negatif;@contactap2 halo min sertifikat vaksin bapakku tidak keluar di aplikasi peduli lindungi sdh telpon dan kirim email ke peduli lindungi jga tdk ada respon, adanya di web  https://t.co/PETOJOjLSu, boleh tidak utk bukti vaksin lewat web? atau harus di aplikas
Negatif;@CommuterLine selamat pagi, saya mau naik KRL tujuan Rangkasbitung-Cisauk, saat saya daftar peduli lindungi, NIK nya selalu salah (saya curiga ada kesalahan input data di orang vaksin nya), tapi saya sudah vaksin min
Negatif;@CommuterLine Emang yg duduk lebih beresiko kena covid dibanding yg berdiri? Masuk stasiun juga kan udh harus vaksin+masker+peduli lindungi, trs buat apa itu semua dilakuin kalo ujung2nya yg berdiri didalem kereta tetep desek2an????? Lagian PPKM juga eman
Negatif;@CommuterLine Emang yg duduk lebih beresiko kena covid dibanding yg berdiri? Masuk stasiun juga kan udh harus vaksin+masker+peduli lindungi, trs buat apa itu semua dilakuin kalo ujung2nya yg berdiri didalem kereta tetep desek2an????? Lagian PPKM juga eman
Negatif;@Commandsurabaya @sehatsurabayaku @BanggaSurabaya @e100ss @SapawargaSby Tolong dijawab, min. Saya sudah vaksin 2x sejak agustus. Tapi sampai sekarang, di aplikasi peduli lindungi, status vaksin yang diakui cuma yang pertama. Terus, sertifikat vaksin perta
Negatif;@collegemenfess saran gue mending sekalian bikin kartu aja di lt 2 pake KTP udah lengkap nder, biar ga ribet misal nanti ditanyain kartu sama petugas. terus download peduli lindungi buat check in. lt 8, 12, 21, 22, 24 recommended.
Negatif;@collegemenfess Cek di apk PeduliLindungi ada About Us terus nanti klik Contact Us. Ini jatohnya ke email sih, kalau lu nyari no telpon mah gua ga tau
Negatif;@chuyAjah @parlinburman84 Lama-lama gé peduli lindungi dilupakan 🤣 minimal makin longgarlah
Negatif;@catayam_ @PLindungi Ke pihak kantornya mba, trs udh dicabut datanya. Tp di app pedulilindungi nya blm ke ganti. Jd gabisa input data dan ga bisa dpt sertifikat huhu
Negatif;@cat_eyeee @HiManiezz_ @bee_fiera @PLindungi Ehh sama kak Aku baru telpon 119 jg disuruh balik ke faskes tmpt vaksin. Padahal aku vaksin di gereja yg ngadain vaksin bersama-sama. Bingung bgt ???? Aku dah dari 7 September sampe sekarang blm muncul sertifny
Negatif;@cat_eyeee @bee_fiera @PLindungi Jadi gimana? Udah keluar apa blm sertifnya kak?
Negatif;@cat_eyeee @bee_fiera @PLindungi Jadi gimana? Udah keluar apa blm sertifnya kak?
Negatif;@Cassiopiaaaaa @PLindungi gaono seng peduli i pie?
Negatif;@cannysiskag Padahal alasan 'meminimalisir mobilitas' dah ga gitu relevan wkwkw noh mall buka yg katanya kudu pake Pedulilindungi? Min. 12 tahun keatas? PREEETT kenyataannya ga gitu tuh  https://t.co/gGdbtQIEYd
Negatif;@callmenduts @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lah masa iya nomer KTP sama bang jadi makin aneh kalo kaya gitu
Negatif;@c4ndies @MShelleyneK @PLindungi kak udh bisa blm ya?? soalnya di app ku juga gamuncul, vaksinnya udh dr 2 bulan yg lalu, udh nyoba ke web juga masih ttp gaada tulisannya anda tidak memiliki sertifikat vaksin
Negatif;@C_Maulanaa @PLindungi Mana? Ga ada. Sama aja lu sama ni app. Ga jelas! ????
Negatif;@Bramantoro minggu lalu temen ku tunjukin pedulilindungi dan masih diminta antigen dari maskapai nya sih. 35rb kalo ga salah.
Negatif;"@br0kenpisces @yalbabylux @PLindungi salahnya banyak? jadi flight ga kak? dimasalahin?  krn ak dpt hal yg sama kek km :"""
Negatif;@bonooyaa kasusnya sama kaya org tua aku. tolong dijawab dong @PLindungi
Negatif;@bonooyaa kasusnya sama kaya org tua aku. tolong dijawab dong @PLindungi
Negatif;@BNI maksih min uda konfirmasi. tapi uda terlanjur kecewa datang ke bank mau setor tunai di teller g bisa karena blm vaksin dan g ada app peduli lindungi. gapapa min. mau nabung ke bank lain aja
Negatif;@bertanyarl tp klo scan mah gapake app peduli lindungi gpp, bisa pake gojek
Negatif;@bertanyarl hp si soalnya ini lemot trs saya orang nya emosian ga sabaran kemaren w ke mall buka peduli lindungi lama bngt anj😫😭😭😭😭
Negatif;@bertanyarl Eh sama aku juga gt, @PLindungi ini gimana min?
Negatif;@bertanyarl 1. kolor laki gue ditempat makan hamster (dibawa sama kucing gue kayany) 2. kucing gue tidur sembarangan  3. foto scan peduli lindungi (bener2 gatau ngapain gua foto) 4. ponakan gue makan kerupuk kakinya lucu bgt 😭  https://t.co/sGu4lJ2jpx
Negatif;@bashaank @PLindungi kak, gmn status di aplikasi sekarang? saya kebetulan punya kendala yang sama. mohon info ya kak. terima kasih ???�
Negatif;@bashaank @PLindungi Kak berapa lama status di peduli lindunginy berubah dr hitam menjadi kembali hijau? Krna sy jg mengalami pengalaman serupa dan merasa sangat terganggu
Negatif;@bamnkchat @PLindungi Gimana nichhh tindak lanjutnya @PLindungi
Negatif;@badluckiren @PLindungi hai maaf sebelumnya, aku juga kaya gitu, gabisa masuk dan app nya berhenti sendiri:( kamu udah bisa masuk app nya belum? makasih sebelumnyaa
Negatif;@b3bigod @PLindungi Aku udah masuk tapi ko tanggal lahir salah gimna ya.
Negatif;@awluddin_ @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Punya gua malah ga muncul ya? Gmn ya biar muncul?
Negatif;@aurrzh @ayuyuyuwi Bah belom kenal pedulilindungi ni
Negatif;@audududurian @Box2BoxBola @PLindungi @BPJSKesehatanRI @BPJSTKinfo @kemkominfo Ngawur . . . meguwayer sadja ????
Negatif;@Askrlfess Baru 2 hari lalu naik kereta dan ga perlu peduli lindungi bahkan ga diliat soal sertifikat vaksin nder
Negatif;@arshann heah. hm ga tau lagi kalo ini. harus komplain via email yang slow response. atau ga komplain via twitter ya @PLindungi @pedulilindungi
Negatif;@arshann @PLindungi @pedulilindungi yah :(
Negatif;@arizarjiwi02 @geloraco Mall udah dibuka Ke tanah abang, udah ngak pake peduli lindungi Siapa aja boleh masuk  Tapi sekolah belum dibuka 100% Gila ajah nih negara
Negatif;@ariesM_ @PLindungi Waktu itu saya cek in gagal karena GPS ga akurat pak, kalo ga salah juga ada di pengaturan suruh regis lengkap gitu
Negatif;@ariesM_ @PLindungi Bukan disitu pak, bentar
Negatif;@ariesM_ @lah_jadah @PLindungi Ko bisa? Aku kalau allow while using app gagal terus, harus always allow
Negatif;@ariesM_ @lah_jadah @PLindungi Di hape ku juga ada menunya sih, tapi kalau set while in use, dianggap gak dikasih izin walau udah dibuka app nya.
Negatif;@aqulukman @PLindungi Bae moal nya
Negatif;@aqulukman @PLindungi Angger om teu muncul barusan dibuka :(
Negatif;@aphrodinamite Gue kmren scan dri peduli lindungi, padahal ada kartu nya sih cuma ak kmren scan😩
Negatif;@antikritik76 Saya kerja di Destinasi Wisata plus tugas sebagai pengecek protap (vaksin), soal Vaksin masih banyak celah, baik Peduli lindungi atau Kartu vaksin... paham kan orang² Indonesia ki pinter nak suruh urig²an biar dpat masuk di suatu tempat...
Negatif;@anissajuliyana @PLindungi Sampai skrg sertif dosis 1 nya ga ada perubahan kak di apknya. Kmrn pas dosis 2 sempet ribet ngejelasin ke panitia jg karena dosis 1 nya salah itu. Setelah sertif 2 keluar, aku tanya panitia katanya kemungkinan ga berubah kak �
Negatif;@anissajuliyana @PLindungi Di aplikasi skrg dosis pertamanya udah berubah belum kaak?
Negatif;@anissajuliyana @PLindungi Akupun bingung kalo misal umroh gt takut jadi masalah. Mereka cuma jawab katanya cuma lampirin sertif dosis 2 aja cukup, tapi aku ga yakin. Katanya coba lapor ke 119 kak, aku jg mau cobain sih.
Negatif;@angkasapura172 halo min sertifikat vaksin bapakku tidak keluar di aplikasi peduli lindungi sdh telpon dan kirim email ke peduli lindungi jga tdk ada respon, adanya di web  https://t.co/PETOJOjLSu, boleh tidak utk bukti vaksin lewat web? atau harus di apl
Negatif;@AngkasaPura_2 @PLindungi @KemenkesRI  saya sudah di vaksin dosis 1 sinovac di Thailand tapi kenapa tidak bisa terverifikasi oleh peduli lindungi. Apakah nanti bisa di verifikasi di bandara? Saya rencana akan pulang ke Indonesia minggu depan
Negatif;@AnesAfri @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lah ini samaan.. gw vaksin ke 2 tgl 22 sept sampe skrg kagak dapet sertifikat vaksin, cek di @pedulilindungi juga cm ada keterangan udah vaksin 1 tp mau buka sertifikat vaksinnya ka
Negatif;@AnesAfri @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Kyny ini mah petugasnya lupa input ka. ????
Negatif;@andhikamppp @tirta_cipeng @PLindungi @KemenkesRI @KawalCOVID19 Wkwkwkwk, gua yang udah vaksin ke2 udah 1 bulan lalu malah sertifikat nya gak keluar.
Negatif;@andhikamppp @tirta_cipeng @PLindungi @KemenkesRI @KawalCOVID19 Beruntung apa malah buntung ini Pak??
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 biasanya suka ada orang yang salah waktu penulisan nik pas mau daftar vaksin.
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Udh ada ko yg nawar nawarin tanpa vaksin tpi bisa muncul di peduli lindungi.
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Sudah pasti human error, salah entri nomor NIK. Salah 1 angka saja sudah nik org lain yg terasa entri. Apalagi kalo udah massal, repot ga diteliti lagi itu
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng saya juga dapet ginian ????  https://t.co/xP2akQmzoQ
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Sama petugas vaksin di lapangan diminta ke kecamatan. Sampe kecamatan tutup, krna itu hari Sabtu.  Baru bisa ke kecamatan hari Selasa, diinfo harus telpon 119.  Hari Rabu telpon 119, diminta 
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Petugas Pcare nya salah input nik ini kayanya
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Pantes 50%
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lahh ini kasusnya sama kyak tmn saya. KTPnya nomernya sama kyak KTP orang lain. Karena tulisan dikartu vaksinnya no KTP sama dengan nomer KTP orang. Kan gak beres ini...
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lah gw udah vaksin ke 2 dr tgl 23 september sampe nihari belum dpt sertifikat vaksin ke 2
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Kejadian sama dialami�?? dan tdk ada solusi..
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Kabupaten Bekasi emang kacau data kependudukannya ????�?��????�
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Hi Kak.. Persis sama kyk mamaku. Mau sharing ya..  Mamaku di kota Medan (Sumut), Vaksin kedua (yg ntah siapa) di Klinik Polres Metro Depok. Krna Ibu2 ga ngeh begituan, jadi tw nya pas dateng 
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Gw kmren ini ngandelin emailnya pedulilindungi kalo ada trouble, ngurusin punya nyokap gt2 aman sih.  Tp udah seminggu ini gada respon.
Negatif;"@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Gw dari Agustus (vaksin kedua) sampe sekarang status sertifikat vaksinnya masih berstatus ""blom vaksin"""
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng dr juli faksin ke?? sampe skrng masih blm keluar juga sertifikate.sudah email juga.jawabane on proses kalo masih tidak keluar suruh nanya ke RS tmpt faksin
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng cek di web pedulilindungi, ada tulisan di atas (cel sertifikat vaksin disini) klik tulisan disini ny nnti ke buka kok trus isi sesuai permintaan. selain itu biasanya data krg lengkap makanya 
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Bisa jadi petugas salah entry data kak. Beda 1 angka atau mungkin ada NIK yang sama tapi NIK sama satunya bukan atas nama kaka atau mungkin NIK yang sama tadi belum update NIK terbaru.
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng bisa jadi nik ganda, banyak ditemuin di venue vaksinasi
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng biasanya admin di observasi atau pas check feoan asal input nik orang
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Aplikasi peduli lindungi, membuka aib lama data kependudukan kita yg amburadul
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Apa datanya dipake orang lain?
Negatif;@anakkosbiasa @deviantie @PLindungi Belom kak, udah beberapa kali email trs ada balasan eh masih dalam pengembangan
Negatif;@anafatimahh @anticurut @Dsinathrya @ccdukcapil Kayaknya yg salah petugas faskesnya deh.. Udah call n lapor  ke @PLindungi tp aplikasi mrk ga punya fitur delete jd ktnya ak di suruh cari faskes yg bs input manual... Bukan solusi yg baik khan?? 😁😁
Negatif;@AmbarwatiDara @diahulumi_ @PLindungi Lama bgt seminggu.
Negatif;@alteraldonsfw @PLindungi Pengen tau aja hasilnya. ????
Negatif;@alteraldonsfw @PLindungi Ga ada
Negatif;@alfanrahadi @PLindungi @pedulilindungi Udah coba ke whatsapp-nya tapi robot gini yang jawab. Tapi terima kasih Alfan atas infonya hahaha
Negatif;@alfanrahadi @PLindungi @pedulilindungi Haha ape tuh 2 akun itu ga aktif 😅
Negatif;@alandakariza @PLindungi Padahal harusnya �??Pindai di Sini�?�. ????
Negatif;@akirachiizx @PLindungi maaf nimbrung, kebetulan punyaku juga gini sampe skrg, apa punyamu masih ttp merah? makasih^^
Negatif;@akirachiizx @PLindungi maaf nimbrung, kebetulan punyaku juga gini sampe skrg, apa punyamu masih ttp merah? makasih^^
Negatif;@adityamanik @KemenkesRI @kemkominfo @PLindungi Gara�?� data vaksin cg ane di jogja sing masuk, pang 3 cg payu mevaksin
Negatif;@Adella_Jung @PLindungi Ternyata banyak tau yg bermasalah juga
Negatif;@adeilmanafghani @qronoz @kemkominfo @KemenkesRI @PLindungi @CCICPolri Itu nebeng domain doang keknya
Negatif;@AdamVelcro @Cute_Tagar dlm setiap vaksin diksh sm satgas surat tlh divaksin tp msh jg pake scan qr sgl dgn aplikasi peduli lindungi,pdhl ga smua orng pny hp android,berarti aplikasi itu sama dgn matiin kebutuhan/nafkah orngkn,sbaiknya boikot aja itu apli
Negatif;@4_Huruf @PLindungi Ini kasusnya sama kaya ibukku, sampe sekarang jd blm vaksin karna ini. Adakah solusinya ? Btw aku tinggal di bekasi jg apakah emmang bekasi seperti ini sistemnya ?
Negatif;@115Smrtn @PLindungi Belum juga kak. Gatau ini gimana ya...
Negatif;@0uca @CommuterLine Hampir jarang di cek sih ini app peduli lindungi nya
Negatif;"@_widyasty Wkwk gemes kan, liat di Malang peduli lindungi kaya angin lalu ga ada yang pake wkwk :"")"
Negatif;"@__Sridiana_3va Ttp konsisten ""NO APLIKASI PEDULI LINDUNGI""�??�??  https://t.co/aIEJUeCMyO"
Negatif;@__Sridiana_3va Download karna di paksa????, tapi  setelah itu ku hapus lagi. Beberapa hari lagi mau pergi ada persyaratan administrasi lewat aplikasi peduli lindungi, saya download lagi. Kemudian saya uninstal. Begitu terus. ??�? angka 70jt itu mungkin d
Negatif;#infoWisata Duh! Penggunaan Aplikasi PeduliLindungi Lagi-Lagi Terkendala Sinyal  https://t.co/TfR4DcnJrx
Negatif;- Untuk memasuki area pameran GIIAS 2021, seluruh pengunjung, peserta, dan panitia wajib menggunakan aplikasi PeduliLindungi.   - Pengunjung usia 12 tahun ke atas wajib menerima vaksin 2x dosis dan terdaftar pada aplikasi PeduliLindungi.
Negatif;Min @PLindungi kenapa hasil antigen saya tidak masuk di aplikasi padahal sukses terinput di Lab.
Negatif;Hal baik: halte jembatan besi skrg udh end to end PUNYA ATAP Hal buruk: lu kudu scan pedulilindungi di halte  Dlu udah ga make sense dimintain sertifikat vaksin, skrg makin ga make sense minta peduli lindungi anjir. Peduli lindungi? ACUH HANCURKAN
Negatif;@robbycm1 Sampe lupa check out peduli lindungi
Negatif;selalu lupa check out peduli lindungi 🤝
Negatif;Ya ampun scan barcode peduli lindungi mau masuk mall aja aku lama banget loadingnya😭
Negatif;@tvindonesiawkwk kek aplikasi peduli lindungi tracking gps kita. terus guna sertifikat vaksin buat apa aniing?! gw sampe kmarin nunggu diluar mall cuma perkara males donlot apps peduli lindungi..
Negatif;Tuhan mengapa aku selalu lupa check-out peduli lindungi
Negatif;Duh, gimana kalau sertifikat ini ditemukan oleh orang yg tdk bertanggung jawab?   Viral! Sertifikat Vaksin Covid-19 di Bandung Jadi Bungkus Gorengan via @indonesiatechid  https://t.co/eT3ahdVyQv  @kemkominfo @PLindungi @ridwankamil
Negatif;@susipudjiastuti Bisnis test pcr, belum lagi apk peduli lindungi Aduh... aduh....
Negatif;gw gugling dinkes nyuruh hubungi pedulilindungi. sekarang PL nyuruh gw ke dinkes. trs nyuruh juga ke faskes. faskes gw tanya juga ga mau tau.. gedeg bgt perkara vaksin aja
Negatif;@PLindungi Permisi saya bermohon sekali bantuan nya karena belum mendapatkan sertifikat padahal sudah di vaksin ke 2 kali nya, tolong saya mohon pertolongan nya
Negatif;@ohmyjeonguk @PLindungi hallo sorry mau nanya sertif kmu udah ada blm sekarang? kalo udah gimana caranya? klo kamu liat rep nya tolong bales ya 😭
Negatif;@mesyanum sorry jbjb link peduli lindungi nya yg mana ya kak?
Negatif;Ini pmerintah niat melayani masyarakat enggak? Habis vaksin kedua, dpt SMS link sertifikat vaksin kedua, begitu diklik ternyata disuruh daftar pedulilindungi dulu.   Padahal vaksin 1 dulu langsung muncul sertifikat nya. Gak wajib daftar pedulilindungi tai kucing. @pedulilindungi
Negatif;apk peduli lindungi ku ko gabisa ya
Negatif;@PLindungi , hari ini nyoba register vaccination verification buat non Indonesia. Tp blm dapet link verif email. Nyoba pake email lain juga kek gitu sama, gak dapet, udh cek spam dll. Sistemnya lg trouble/ gmn ya? Nyoba ulang masukan email yg sama, tulisa
Negatif;@cakasana Oiya? bisa murah banget gitu? di pup bekasi swab antigen masih 100k an, mana tidak terintegrasi pedulilindungi...
Negatif;bisa gak sih syarat nonton konser nct cuma scan barcode peduli lindungi
Negatif;semoga penyakit lupa check out pedulilindungi yang km derita bisa sembuh
Negatif;@akunyakul bisa gak sih syarat nonton konser nct cuma scan barcode peduli lindungi
Negatif;vaksin udah dari agustus sama september tapi sertifikatnya belum muncul. di pedulilindungi bahkan masih tanda merah. nanya sana sini ga ada hasil. udah email, nelp 119 semua nihil. nanya ke klinik atau RS cuma disuruh ngecek. ini udah 3 bulan lho masa disuruh nunggu terus?
Negatif;Ya. Aturan apapun boleh aja asal semua yang mewakili kita sepakat.  Melegalkan seks di lobby rektorat boleh. Seks harus ada surat kawin digital yang terkoneksi dengan pedulilindungi boleh.  UU ITE ga direvisi boleh. Ganti konstitusi boleh. Tinggal kita mau bersuara atau diam.
Negatif;"@maiueyo Ngalahin aplikasi peduli lindungi ngakak may ada"" aja 🤣"
Negatif;@incitu Buat ikut Vaksin Covid aja masih butuh hardcopy ktp dan surat keterangan vaksin pertama. Padahal di app peduli lindungi datanya sudah ada. Ternyata di puskesmas belum di setting PC/Laptopnya, dan ini terjadi di Kota Tangerang. Cm 25 Km dr pusat pe
Negatif;@PLindungi @pedulilindungi @KemenkesRI udah 3 bulan sertifikat vaksin keduaku blm keluar, udah diemail, whatsapp, dm ig ga dibales2:( harus gimana?
Negatif;Tetangga gw gabisa daftar pedulilindungi gara² gabisa scroll buat pencet bagian accept nya itu loh. Trs minta beliin hp, besoknya gas ngeng langsung beli 🙃 maksudnya kayak— beli hp kayak beli kacang woi gw juga mau bisa segampang itu beli hp 😭 ngumpulin uang knp susah bgt ya 😭
Negatif;tanyarl, ini aku daftarin di hp bude ku peduli lindungi kok ngga bisa mau scroll ke bawah. apa karna hp nya ato gimana ya? ada yg bisa kasih solusi nya?  https://t.co/tWTkIcNVgF
Negatif;Buat apa punya apk pedulilindungi, kalau g ada yg peduli dan melindungi :)
Negatif;@ilminurulf Selamat siang. Hasil negatif rapid test antigen yang masih berlaku bisa ditunjukkan dalam bentuk cetak/fisik atau melalui aplikasi PeduliLindungi ya Kak. |1
Negatif;@KemenkesRI mau tanya untuk perubahan status peduli lindungi lapor kemana ya , saya sudah vaksin tp status d apps peduli masih merah
Negatif;Trus juga lupa ga punya kuota, biasanya nebeng kuota mas Hendra. Jadi ga bs buka aplikasi pedulilindungi, untung nyimpen foto kartu vaksin 😭👍
Negatif;akhir2 ini sering banget kelupaan bawa handphone. jadinya ribet bgt, krn kemana2 harus login pake pedulilindungi 😫
Negatif;@PLindungi @KemenkesRI @kemkominfo Apakah jika ada kesalahan penulisan tgl lahir pada sertifikat vaksin,  nantinya akan dimasalahkan juga saat masuk imigrasi negara lain? Kuatirnya data hrs sama dg paspor. Tapi tlp 119 ext 9 @PLindungi Gak bs dihubungi. S
Negatif;@PLindungi @KemenkesRI Telp 119 ext 9 yang katanya bisa digunakan untuk nanyain sertifikat vaksin kenapa sulit sekali diakses? Sy mau menanyakan krn ada kesalahan tgl lahir pada sertifikat.  Kalo nggak diurus sekarang,  jgn2 nanti dipermasalahkan di blk. 
Negatif;Satu lagi kabar yang beredar, aplikasi pedulilindungi yang lagi marak digunakan sebagai syarat orang-orang masuk mal dan tempat wisata itu ada palsunya lho? Nah bener gak sih semua kabar kabar itu?
Negatif;peduli lindungi ini abisin batree loh
Negatif;@PLindungi  Gimana nih, kayaknya tidak siap sistemnya terima begitu byk email keluhan yg masuk? Sy udah apply lebih dari dua mingguan tapi masih Pending Approval? cc: @erickthohir  https://t.co/rGpn5YTjfc
Negatif;Plis bgt indosat sinyalnya e mulu dr kmrn. Mau checkin peduli lindungi aja gabisa. Piye ikiiiii
Negatif;@PLindungi halo Plindungi. Saya sudah vaksin 2x juli dan agustus. Sertifikat sdh ada di aplikasi tapi setiap mau check in tertulisnya belum vaksin ... gimana ya?
Negatif;peduli lindungi gua gaje bgt ngentot
Negatif;Sebel bgt gabisa main game master grgr lupa belum daftar peduli lindungi dan suka lupa bawa kartu vaksin. Eh sekalinya daftar ketawa bgt karna beneran salah nama hahaha  https://t.co/PHlx5C84Xs
Negatif;@PLindungi Min kenapa ya di hape mama saya pas mau login gabisa cuma bisa nyentang kebijakan privasi doang tp ga lgsg ke page selanjutnya.. Itu krna hpnya ya?
Negatif;@visav710 @raflychalil @salnoe 😄iya euy ingin tapi ngga punya app pedulilindungi gw teh
Negatif;@PLindungi Min ...kalo salah input data no nik dan no telp gimana..sebab di cek gk bisa di aplikasi
